X1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,propMale,propHindu,propOther,classsize,internelEdge,ownGendAtt,othGendAtt,ownGendAdv,gradeCent,ownReligAdv
1183,C0635,6,C,6C,Muslim,Enemies,Enemy2,2,20,M,35,2,7,2,7,2,7,1,7,2,2,2,3,7,NA,1,2,1,1,2,2,1,2,3,1,4,1,2,1,2,2,2,4,2,4,4,4,4,2,5,2,M,Hindu,2,2,1,1,1,1,4,1,2,1,1,5,6,2,1,2,2,1,3,1,1,1,2,7,5,7,1,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1184,C0636,6,C,6C,Muslim,Enemies,Enemy1,2,7,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Hindu,1,2,1,1,2,1,NA,1,NA,1,1,4,3,3,4,2,1,3,5,5,3,5,3,7,4,7,2,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1185,C0636,6,C,6C,Muslim,Enemies,Enemy2,2,11,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Hindu,2,NA,1,1,1,1,2,1,1,2,1,3,1,1,3,1,3,1,2,5,1,5,3,7,1,7,6,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1186,C0636,6,C,6C,Muslim,Enemies,Enemy3,2,19,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Hindu,2,2,1,1,2,1,4,1,1,1,1,4,4,2,2,1,3,1,5,1,1,2,2,6,5,7,5,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1187,C0636,6,C,6C,Muslim,Enemies,Enemy4,2,20,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Hindu,2,2,1,1,1,1,4,1,2,1,1,5,6,2,1,2,2,1,3,1,1,1,2,7,5,7,1,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1188,C0636,6,C,6C,Muslim,Enemies,Enemy5,2,21,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Hindu,1,2,2,1,1,1,4,1,1,1,1,4,4,4,1,1,2,1,3,1,1,5,2,6,4,7,4,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1189,C0636,6,C,6C,Muslim,Enemies,Enemy6,2,25,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Muslim,2,1,3,1,3,2,4,3,4,5,3,4,2,6,3,1,2,2,4,2,2,5,4,4,1,1,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1190,C0636,6,C,6C,Muslim,Enemies,Enemy7,2,2,M,36,7,6,5,7,6,7,4,7,5,2,1,4,NA,Muslim,1,2,2,1,1,1,2,1,4,1,5,5,2,2,4,4,4,2,1,4,1,3,5,3,2,1,M,Hindu,1,1,2,1,2,1,4,1,2,1,1,6,4,4,2,1,1,1,1,2,1,5,2,7,3,7,4,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,5,-0.571172707,-0.5,1
1191,C0638,6,C,6C,Hindu,Enemies,Enemy1,2,1,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1192,C0638,6,C,6C,Hindu,Enemies,Enemy2,2,3,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Muslim,3,2,2,1,3,1,4,2,1,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,5,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1193,C0638,6,C,6C,Hindu,Enemies,Enemy3,2,7,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Hindu,1,2,1,1,2,1,NA,1,NA,1,1,4,3,3,4,2,1,3,5,5,3,5,3,7,4,7,2,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1194,C0638,6,C,6C,Hindu,Enemies,Enemy4,2,9,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1195,C0638,6,C,6C,Hindu,Enemies,Enemy5,2,14,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Muslim,1,2,1,1,2,1,5,1,2,3,2,3,4,5,1,2,1,2,2,1,1,1,2,7,7,3,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1196,C0638,6,C,6C,Hindu,Enemies,Enemy6,2,15,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1197,C0638,6,C,6C,Hindu,Enemies,Enemy7,2,16,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Hindu,1,2,1,1,2,1,4,1,5,5,1,4,3,2,1,2,1,1,1,5,1,5,2,7,6,7,4,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1198,C0638,6,C,6C,Hindu,Enemies,Enemy8,2,19,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Hindu,2,2,1,1,2,1,4,1,1,1,1,4,4,2,2,1,3,1,5,1,1,2,2,6,5,7,5,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1199,C0638,6,C,6C,Hindu,Enemies,Enemy9,2,23,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1200,C0638,6,C,6C,Hindu,Enemies,Enemy10,2,24,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Muslim,2,1,NA,1,3,2,1,1,1,2,2,4,3,3,2,1,2,3,1,5,1,3,4,7,4,5,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1201,C0638,6,C,6C,Hindu,Enemies,Enemy11,2,25,M,38,1,7,5,7,7,3,2,7,3,5,1,3,7,NA,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,M,Muslim,2,1,3,1,3,2,4,3,4,5,3,4,2,6,3,1,2,2,4,2,2,5,4,4,1,1,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,5,-0.132628239,-0.5,4
1202,C0640,6,C,6C,Hindu,Enemies,Enemy1,2,25,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Muslim,2,1,3,1,3,2,4,3,4,5,3,4,2,6,3,1,2,2,4,2,2,5,4,4,1,1,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,2
1203,C0640,6,C,6C,Hindu,Enemies,Enemy2,2,30,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Muslim,2,1,1,2,2,1,3,1,3,1,1,NA,4,4,4,2,4,1,4,4,2,5,2,7,5,2,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,2
1204,C0640,6,C,6C,Hindu,Enemies,Enemy3,2,31,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Muslim,3,2,1,2,1,1,1,1,5,4,1,5,7,1,5,4,1,2,1,2,4,5,4,6,NA,NA,1,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,2
1205,C0640,6,C,6C,Hindu,Enemies,Enemy4,2,32,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Hindu,1,2,2,1,3,1,1,1,3,2,1,3,3,3,1,1,2,2,4,1,1,5,3,NA,7,5,5,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,2
1206,C0640,6,C,6C,Hindu,Enemies,Enemy5,2,34,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Muslim,1,1,2,1,1,1,3,1,1,3,1,4,6,5,1,1,1,1,1,1,1,5,3,7,6,7,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,2
1207,C0640,6,C,6C,Hindu,Enemies,Enemy6,2,35,M,40,1,7,6,7,7,5,6,7,6,6,3,4,2,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,2,4,5,3,1,1,1,2,1,2,1,4,3,M,Muslim,2,1,1,2,2,1,3,1,4,1,1,2,2,2,4,2,4,4,4,4,2,5,2,7,2,2,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,2
1208,C0643,6,C,6C,Muslim,Enemies,Enemy1,2,48,F,43,7,2,6,7,3,7,7,7,7,7,7,7,7,NA,2,1,1,1,1,1,1,2,2,1,1,1,2,1,7,7,7,3,1,1,1,1,1,1,4,1,F,Muslim,1,1,4,3,1,1,3,1,1,3,4,2,1,1,1,1,1,3,1,2,1,2,3,1,7,3,4,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,2,0.7444606977058776,-0.5,4
1209,C0643,6,C,6C,Muslim,Enemies,Enemy2,2,52,F,43,7,2,6,7,3,7,7,7,7,7,7,7,7,NA,2,1,1,1,1,1,1,2,2,1,1,1,2,1,7,7,7,3,1,1,1,1,1,1,4,1,F,Hindu,2,1,2,2,3,1,5,1,1,1,4,4,5,3,3,4,1,2,3,2,3,4,5,4,7,7,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,2,0.7444606977058776,-0.5,4
1210,C0643,6,C,6C,Muslim,Enemies,Enemy3,2,57,F,43,7,2,6,7,3,7,7,7,7,7,7,7,7,NA,2,1,1,1,1,1,1,2,2,1,1,1,2,1,7,7,7,3,1,1,1,1,1,1,4,1,F,Muslim,2,1,1,1,1,1,3,1,1,1,1,4,6,7,1,1,1,3,1,1,1,5,2,1,7,4,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,2,0.7444606977058776,-0.5,4
1211,C0644,6,C,6C,Muslim,Enemies,Enemy1,2,33,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1212,C0644,6,C,6C,Muslim,Enemies,Enemy2,2,35,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,M,Muslim,2,1,1,2,2,1,3,1,4,1,1,2,2,2,4,2,4,4,4,4,2,5,2,7,2,2,7,0,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1213,C0644,6,C,6C,Muslim,Enemies,Enemy3,2,38,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,M,Hindu,2,1,1,1,2,1,2,1,1,1,1,4,3,3,1,1,2,2,1,4,1,5,1,7,5,7,3,0,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1214,C0644,6,C,6C,Muslim,Enemies,Enemy4,2,40,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,M,Hindu,1,2,1,1,1,1,1,1,1,2,2,4,5,3,1,1,1,2,1,2,1,4,3,7,6,7,5,0,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1215,C0644,6,C,6C,Muslim,Enemies,Enemy5,2,45,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1216,C0644,6,C,6C,Muslim,Enemies,Enemy6,2,49,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,F,Hindu,1,3,1,1,1,2,3,1,1,1,2,4,4,4,3,1,2,2,1,2,1,3,3,4,4,4,4,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1217,C0644,6,C,6C,Muslim,Enemies,Enemy7,2,53,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,F,Hindu,2,3,1,1,2,1,2,4,1,1,4,4,5,3,3,1,1,2,3,1,1,5,5,1,7,7,4,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1218,C0644,6,C,6C,Muslim,Enemies,Enemy8,2,59,F,44,1,6,6,7,2,7,7,7,2,2,1,1,6,Islam,2,1,1,1,1,1,1,2,4,1,1,3,2,1,NA,3,4,5,1,1,2,1,4,2,5,3,F,Hindu,2,2,2,1,2,1,1,1,2,2,2,4,3,3,2,1,1,2,2,2,1,3,2,5,7,7,4,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,6,6,-1.009717175,-0.5,5
1219,C0646,6,C,6C,Muslim,Enemies,Enemy1,2,33,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1220,C0646,6,C,6C,Muslim,Enemies,Enemy2,2,49,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Hindu,1,3,1,1,1,2,3,1,1,1,2,4,4,4,3,1,2,2,1,2,1,3,3,4,4,4,4,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1221,C0646,6,C,6C,Muslim,Enemies,Enemy3,2,50,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Muslim,1,1,NA,2,2,1,4,4,4,4,3,4,4,3,1,1,1,2,2,5,1,5,3,6,7,1,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1222,C0646,6,C,6C,Muslim,Enemies,Enemy4,2,51,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Muslim,4,5,1,1,2,1,5,5,5,1,1,5,4,4,1,1,1,3,3,1,1,1,5,7,1,NA,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1223,C0646,6,C,6C,Muslim,Enemies,Enemy5,2,52,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Hindu,2,1,2,2,3,1,5,1,1,1,4,4,5,3,3,4,1,2,3,2,3,4,5,4,7,7,7,1,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1224,C0646,6,C,6C,Muslim,Enemies,Enemy6,2,60,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Muslim,1,4,3,1,2,1,4,1,1,2,1,4,7,7,2,1,4,1,1,1,1,5,3,2,7,2,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1225,C0646,6,C,6C,Muslim,Enemies,Enemy7,2,64,F,46,1,2,7,7,2,7,5,6,4,6,7,5,7,NA,2,2,2,1,1,2,1,2,1,2,2,5,2,1,7,7,7,4,5,3,5,5,4,5,2,1,F,Muslim,NA,2,1,1,2,1,NA,1,1,NA,2,4,4,4,2,1,2,2,1,2,1,3,3,4,4,4,NA,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,2,1.183005165925335,-0.5,5
1226,C0647,6,C,6C,Muslim,Enemies,Enemy1,2,1,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,0,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1227,C0647,6,C,6C,Muslim,Enemies,Enemy2,2,6,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,Hindu,3,2,2,1,3,1,4,2,5,3,1,3,2,2,1,1,2,2,4,1,1,3,3,7,6,7,5,0,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1228,C0647,6,C,6C,Muslim,Enemies,Enemy3,2,9,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1229,C0647,6,C,6C,Muslim,Enemies,Enemy4,2,13,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,Muslim,2,1,1,2,1,1,3,1,5,1,1,4,1,7,2,1,1,1,3,1,1,5,3,7,1,4,7,0,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1230,C0647,6,C,6C,Muslim,Enemies,Enemy5,2,19,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,Hindu,2,2,1,1,2,1,4,1,1,1,1,4,4,2,2,1,3,1,5,1,1,2,2,6,5,7,5,0,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1231,C0647,6,C,6C,Muslim,Enemies,Enemy6,2,32,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,Hindu,1,2,2,1,3,1,1,1,3,2,1,3,3,3,1,1,2,2,4,1,1,5,3,NA,7,5,5,0,0,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1232,C0647,6,C,6C,Muslim,Enemies,Enemy7,2,35,F,47,4,4,7,7,4,7,7,5,3,5,5,6,8,NA,2,1,1,2,1,1,1,4,1,1,1,1,2,1,4,4,4,5,1,1,3,1,1,2,4,4,M,Muslim,2,1,1,2,2,1,3,1,4,1,1,2,2,2,4,2,4,4,4,4,2,5,2,7,2,2,7,0,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,4,0.30591622948642044,-0.5,3
1233,C0648,6,C,6C,Muslim,Enemies,Enemy1,2,51,F,48,1,1,7,4,3,4,7,5,6,3,2,3,8,NA,2,1,1,4,3,1,1,1,3,1,1,3,2,4,2,1,1,1,1,1,3,1,2,1,2,3,F,Muslim,4,5,1,1,2,1,5,5,5,1,1,5,4,4,1,1,1,3,3,1,1,1,5,7,1,NA,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,1,1.621549634144792,-0.5,1
1234,C0648,6,C,6C,Muslim,Enemies,Enemy2,2,55,F,48,1,1,7,4,3,4,7,5,6,3,2,3,8,NA,2,1,1,4,3,1,1,1,3,1,1,3,2,4,2,1,1,1,1,1,3,1,2,1,2,3,F,Muslim,2,1,3,1,1,1,3,1,1,1,1,4,6,7,1,1,1,3,1,5,1,3,5,6,7,4,7,1,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,1,1.621549634144792,-0.5,1
1235,C0650,6,C,6C,Muslim,Enemies,Enemy1,2,1,F,50,2,6,7,7,1,7,4,6,3,5,6,3,7,NA,2,1,1,NA,2,2,1,2,4,4,4,4,2,3,4,4,3,1,1,1,2,2,5,1,5,3,M,Muslim,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,4,1,1,3,4,1,4,2,7,NA,4,NA,0,1,C6,0.2950187936360523,-0.647254372,-1.050047349,-0.504486918,-0.763799269,7,6,-0.571172707,-0.5,6
